Date,Plant,CalculatedDate,Version,Value,DateTime
2021-07-25,Lions Gate,2021/07/25,4,2881,2021-07-25T07:00:00Z
2021-08-01,Lions Gate,2021/08/01,4,5606,2021-08-01T07:00:00Z
2021-08-07,Lions Gate,2021/08/07,2,3434,2021-08-07T07:00:00Z
2021-08-14,Lions Gate,2021/08/14,5,10064,2021-08-14T07:00:00Z
2021-08-21,Lions Gate,2021/08/21,5,11410,2021-08-21T07:00:00Z
2021-08-23,Lions Gate,2021/08/23,6,18143,2021-08-23T07:00:00Z
2021-08-25,Lions Gate,2021/08/25,5,12599,2021-08-25T07:00:00Z
2021-08-28,Lions Gate,2021/08/28,5,16224,2021-08-28T07:00:00Z
2021-08-30,Lions Gate,2021/08/30,5,11192,2021-08-30T07:00:00Z
2021-09-01,Lions Gate,2021/09/01,5,3508,2021-09-01T07:00:00Z
2021-09-04,Lions Gate,2021/09/04,6,3110,2021-09-04T07:00:00Z
2021-09-06,Lions Gate,2021/09/06,5,4655,2021-09-06T07:00:00Z
2021-09-08,Lions Gate,2021/09/08,5,4011,2021-09-08T07:00:00Z
2021-09-11,Lions Gate,2021/09/11,6,7026,2021-09-11T07:00:00Z
2021-09-13,Lions Gate,2021/09/13,5,2636,2021-09-13T07:00:00Z
2021-09-15,Lions Gate,2021/09/15,5,7027,2021-09-15T07:00:00Z
2021-09-18,Lions Gate,2021/09/18,4,4606,2021-09-18T07:00:00Z
2021-09-20,Lions Gate,2021/09/20,5,1467,2021-09-20T07:00:00Z
2021-09-22,Lions Gate,2021/09/22,5,4964,2021-09-22T07:00:00Z
2021-09-25,Lions Gate,2021/09/25,4,8202,2021-09-25T07:00:00Z
2021-09-27,Lions Gate,2021/09/27,5,5345,2021-09-27T07:00:00Z
2021-09-29,Lions Gate,2021/09/29,5,5419,2021-09-29T07:00:00Z
2021-10-02,Lions Gate,2021/10/02,2,3019,2021-10-02T07:00:00Z
2021-10-04,Lions Gate,2021/10/04,5,7795,2021-10-04T07:00:00Z
2021-10-06,Lions Gate,2021/10/06,5,6981,2021-10-06T07:00:00Z
2021-10-09,Lions Gate,2021/10/09,5,854,2021-10-09T07:00:00Z
2021-10-11,Lions Gate,2021/10/11,5,5715,2021-10-11T07:00:00Z
2021-10-13,Lions Gate,2021/10/13,4,4713,2021-10-13T07:00:00Z
2021-10-16,Lions Gate,2021/10/16,4,1229,2021-10-16T07:00:00Z
2021-10-18,Lions Gate,2021/10/18,4,1336,2021-10-18T07:00:00Z
2021-10-20,Lions Gate,2021/10/20,4,2756,2021-10-20T07:00:00Z
2021-10-23,Lions Gate,2021/10/23,4,4569,2021-10-23T07:00:00Z
2021-10-25,Lions Gate,2021/10/25,4,2607,2021-10-25T07:00:00Z
2021-10-27,Lions Gate,2021/10/27,4,6600,2021-10-27T07:00:00Z
2021-10-30,Lions Gate,2021/10/30,4,5197,2021-10-30T07:00:00Z
2021-11-01,Lions Gate,2021/11/01,4,2729,2021-11-01T07:00:00Z
2021-11-03,Lions Gate,2021/11/03,4,2881,2021-11-03T07:00:00Z
2021-11-06,Lions Gate,2021/11/06,4,2787,2021-11-06T07:00:00Z
2021-11-08,Lions Gate,2021/11/08,4,2059,2021-11-08T08:00:00Z
2021-11-10,Lions Gate,2021/11/10,4,3882,2021-11-10T08:00:00Z
2021-11-13,Lions Gate,2021/11/13,4,9665,2021-11-13T08:00:00Z
2021-11-15,Lions Gate,2021/11/15,4,1175,2021-11-15T08:00:00Z
2021-11-17,Lions Gate,2021/11/17,4,4334,2021-11-17T08:00:00Z
2021-11-20,Lions Gate,2021/11/20,4,5701,2021-11-20T08:00:00Z
2021-11-22,Lions Gate,2021/11/22,4,1929,2021-11-22T08:00:00Z
2021-11-24,Lions Gate,2021/11/24,3,4546,2021-11-24T08:00:00Z
2021-11-27,Lions Gate,2021/11/27,3,3537,2021-11-27T08:00:00Z
2021-11-29,Lions Gate,2021/11/29,3,3217,2021-11-29T08:00:00Z
2021-12-01,Lions Gate,2021/12/01,4,942,2021-12-01T08:00:00Z
2021-12-04,Lions Gate,2021/12/04,4,3416,2021-12-04T08:00:00Z
2021-12-06,Lions Gate,2021/12/06,4,2465,2021-12-06T08:00:00Z
2021-12-08,Lions Gate,2021/12/08,4,2785,2021-12-08T08:00:00Z
2021-12-11,Lions Gate,2021/12/11,4,4915,2021-12-11T08:00:00Z
2021-12-13,Lions Gate,2021/12/13,4,4198,2021-12-13T08:00:00Z
2021-12-15,Lions Gate,2021/12/15,4,7827,2021-12-15T08:00:00Z
2021-12-18,Lions Gate,2021/12/18,4,12403,2021-12-18T08:00:00Z
2021-12-20,Lions Gate,2021/12/20,4,27064,2021-12-20T08:00:00Z
2022-01-05,Lions Gate,2022/01/05,4,304426,2022-01-05T08:00:00Z
2022-01-06,Lions Gate,2022/01/06,4,204450,2022-01-06T08:00:00Z
2022-01-07,Lions Gate,2022/01/07,4,138431,2022-01-07T08:00:00Z
2022-01-08,Lions Gate,2022/01/08,4,128526,2022-01-08T08:00:00Z
2022-01-10,Lions Gate,2022/01/10,3,145103,2022-01-10T08:00:00Z
2022-01-12,Lions Gate,2022/01/12,3,99747,2022-01-12T08:00:00Z
2022-01-15,Lions Gate,2022/01/15,3,206696,2022-01-15T08:00:00Z
2020-09-27,Lulu Island,2020/09/27,6,5225,2020-09-27T09:00:00Z
2020-10-04,Lulu Island,2020/10/04,6,1841,2020-10-04T09:00:00Z
2020-10-11,Lulu Island,2020/10/11,6,7588,2020-10-11T09:00:00Z
2020-10-18,Lulu Island,2020/10/18,6,1440,2020-10-18T09:00:00Z
2020-10-25,Lulu Island,2020/10/25,6,2500,2020-10-25T09:00:00Z
2020-11-01,Lulu Island,2020/11/01,6,4579,2020-11-01T09:00:00Z
2020-11-08,Lulu Island,2020/11/08,6,6813,2020-11-08T09:00:00Z
2020-11-15,Lulu Island,2020/11/15,6,5512,2020-11-15T09:00:00Z
2020-11-22,Lulu Island,2020/11/22,6,18201,2020-11-22T09:00:00Z
2020-11-29,Lulu Island,2020/11/29,6,2752,2020-11-29T09:00:00Z
2020-12-06,Lulu Island,2020/12/06,6,7216,2020-12-06T09:00:00Z
2020-12-13,Lulu Island,2020/12/13,6,19234,2020-12-13T09:00:00Z
2020-12-20,Lulu Island,2020/12/20,2,0,2020-12-20T08:00:00Z
2020-12-27,Lulu Island,2020/12/27,2,0,2020-12-27T08:00:00Z
2021-01-03,Lulu Island,2021/01/03,3,0,2021-01-03T08:00:00Z
2021-01-10,Lulu Island,2021/01/10,5,2605,2021-01-10T08:00:00Z
2021-01-17,Lulu Island,2021/01/17,6,16844,2021-01-17T08:00:00Z
2021-01-24,Lulu Island,2021/01/24,4,8054,2021-01-24T08:00:00Z
2021-01-31,Lulu Island,2021/01/31,3,8460,2021-01-31T08:00:00Z
2021-02-07,Lulu Island,2021/02/07,3,13370,2021-02-07T08:00:00Z
2021-02-14,Lulu Island,2021/02/14,3,14750,2021-02-14T08:00:00Z
2021-02-21,Lulu Island,2021/02/21,3,20490,2021-02-21T08:00:00Z
2021-02-28,Lulu Island,2021/02/28,5,24240,2021-02-28T08:00:00Z
2021-03-07,Lulu Island,2021/03/07,5,24758,2021-03-07T08:00:00Z
2021-03-14,Lulu Island,2021/03/14,4,39354,2021-03-14T08:00:00Z
2021-03-21,Lulu Island,2021/03/21,1,66956,2021-03-21T07:00:00Z
2021-03-28,Lulu Island,2021/03/28,4,41414,2021-03-28T07:00:00Z
2021-04-04,Lulu Island,2021/04/04,1,94704,2021-04-04T07:00:00Z
2021-04-11,Lulu Island,2021/04/11,2,69708,2021-04-11T07:00:00Z
2021-04-18,Lulu Island,2021/04/18,1,79483,2021-04-18T07:00:00Z
2021-04-25,Lulu Island,2021/04/25,1,124528,2021-04-25T07:00:00Z
2021-05-02,Lulu Island,2021/05/02,4,51496,2021-05-02T07:00:00Z
2021-05-09,Lulu Island,2021/05/09,4,43594,2021-05-09T07:00:00Z
2021-05-16,Lulu Island,2021/05/16,5,24196,2021-05-16T07:00:00Z
2021-05-23,Lulu Island,2021/05/23,7,5869,2021-05-23T07:00:00Z
2021-05-30,Lulu Island,2021/05/30,4,4775,2021-05-30T07:00:00Z
2021-06-06,Lulu Island,2021/06/06,4,3414,2021-06-06T07:00:00Z
2021-06-13,Lulu Island,2021/06/13,4,4658,2021-06-13T07:00:00Z
2021-06-20,Lulu Island,2021/06/20,4,2943,2021-06-20T07:00:00Z
2021-06-27,Lulu Island,2021/06/27,2,3884,2021-06-27T07:00:00Z
2021-07-04,Lulu Island,2021/07/04,4,5506,2021-07-04T07:00:00Z
2021-07-11,Lulu Island,2021/07/11,4,2290,2021-07-11T07:00:00Z
2021-07-18,Lulu Island,2021/07/18,4,8489,2021-07-18T07:00:00Z
2021-07-25,Lulu Island,2021/07/25,4,14182,2021-07-25T07:00:00Z
2021-08-01,Lulu Island,2021/08/01,4,8549,2021-08-01T07:00:00Z
2021-08-07,Lulu Island,2021/08/07,2,11016,2021-08-07T07:00:00Z
2021-08-14,Lulu Island,2021/08/14,5,15205,2021-08-14T07:00:00Z
2021-08-21,Lulu Island,2021/08/21,5,39593,2021-08-21T07:00:00Z
2021-08-23,Lulu Island,2021/08/23,6,30524,2021-08-23T07:00:00Z
2021-08-25,Lulu Island,2021/08/25,5,52307,2021-08-25T07:00:00Z
2021-08-28,Lulu Island,2021/08/28,5,19104,2021-08-28T07:00:00Z
2021-08-30,Lulu Island,2021/08/30,5,10085,2021-08-30T07:00:00Z
2021-09-01,Lulu Island,2021/09/01,5,10506,2021-09-01T07:00:00Z
2021-09-04,Lulu Island,2021/09/04,6,14882,2021-09-04T07:00:00Z
2021-09-06,Lulu Island,2021/09/06,5,6716,2021-09-06T07:00:00Z
2021-09-08,Lulu Island,2021/09/08,5,7621,2021-09-08T07:00:00Z
2021-09-11,Lulu Island,2021/09/11,6,7189,2021-09-11T07:00:00Z
2021-09-13,Lulu Island,2021/09/13,5,4220,2021-09-13T07:00:00Z
2021-09-15,Lulu Island,2021/09/15,5,15124,2021-09-15T07:00:00Z
2021-09-18,Lulu Island,2021/09/18,5,7984,2021-09-18T07:00:00Z
2021-09-20,Lulu Island,2021/09/20,5,13868,2021-09-20T07:00:00Z
2021-09-22,Lulu Island,2021/09/22,5,10778,2021-09-22T07:00:00Z
2021-09-25,Lulu Island,2021/09/25,4,7151,2021-09-25T07:00:00Z
2021-09-27,Lulu Island,2021/09/27,5,6966,2021-09-27T07:00:00Z
2021-09-29,Lulu Island,2021/09/29,5,11267,2021-09-29T07:00:00Z
2021-10-02,Lulu Island,2021/10/02,2,7616,2021-10-02T07:00:00Z
2021-10-04,Lulu Island,2021/10/04,5,2765,2021-10-04T07:00:00Z
2021-10-06,Lulu Island,2021/10/06,5,2540,2021-10-06T07:00:00Z
2021-10-09,Lulu Island,2021/10/09,5,5094,2021-10-09T07:00:00Z
2021-10-11,Lulu Island,2021/10/11,5,7049,2021-10-11T07:00:00Z
2021-10-13,Lulu Island,2021/10/13,4,3176,2021-10-13T07:00:00Z
2021-10-16,Lulu Island,2021/10/16,4,1823,2021-10-16T07:00:00Z
2021-10-18,Lulu Island,2021/10/18,4,2941,2021-10-18T07:00:00Z
2021-10-20,Lulu Island,2021/10/20,4,6741,2021-10-20T07:00:00Z
2021-10-23,Lulu Island,2021/10/23,4,5549,2021-10-23T07:00:00Z
2021-10-25,Lulu Island,2021/10/25,4,3446,2021-10-25T07:00:00Z
2021-10-27,Lulu Island,2021/10/27,4,5.077,2021-10-27T07:00:00Z
2021-10-30,Lulu Island,2021/10/30,4,10698,2021-10-30T07:00:00Z
2021-11-01,Lulu Island,2021/11/01,4,4897,2021-11-01T07:00:00Z
2021-11-03,Lulu Island,2021/11/03,4,4353,2021-11-03T07:00:00Z
2021-11-06,Lulu Island,2021/11/06,7,8040,2021-11-06T07:00:00Z
2021-11-08,Lulu Island,2021/11/08,4,4493,2021-11-08T08:00:00Z
2021-11-10,Lulu Island,2021/11/10,4,5140,2021-11-10T08:00:00Z
2021-11-13,Lulu Island,2021/11/13,4,2520,2021-11-13T08:00:00Z
2021-11-17,Lulu Island,2021/11/17,4,1988,2021-11-17T08:00:00Z
2021-11-20,Lulu Island,2021/11/20,4,5231,2021-11-20T08:00:00Z
2021-11-22,Lulu Island,2021/11/22,4,8870,2021-11-22T08:00:00Z
2021-11-24,Lulu Island,2021/11/24,3,9022,2021-11-24T08:00:00Z
2021-11-27,Lulu Island,2021/11/27,3,4335,2021-11-27T08:00:00Z
2021-11-29,Lulu Island,2021/11/29,3,3926,2021-11-29T08:00:00Z
2021-12-01,Lulu Island,2021/12/01,4,13067,2021-12-01T08:00:00Z
2021-12-04,Lulu Island,2021/12/04,4,12690,2021-12-04T08:00:00Z
2021-12-06,Lulu Island,2021/12/06,4,14551,2021-12-06T08:00:00Z
2021-12-08,Lulu Island,2021/12/08,4,9228,2021-12-08T08:00:00Z
2021-12-11,Lulu Island,2021/12/11,4,11518,2021-12-11T08:00:00Z
2021-12-13,Lulu Island,2021/12/13,4,13870,2021-12-13T08:00:00Z
2021-12-15,Lulu Island,2021/12/15,4,6966,2021-12-15T08:00:00Z
2021-12-18,Lulu Island,2021/12/18,4,22747,2021-12-18T08:00:00Z
2021-12-20,Lulu Island,2021/12/20,4,47219,2021-12-20T08:00:00Z
2022-01-05,Lulu Island,2022/01/05,4,803923,2022-01-05T08:00:00Z
2022-01-06,Lulu Island,2022/01/06,4,629266,2022-01-06T08:00:00Z
2022-01-07,Lulu Island,2022/01/07,4,513414,2022-01-07T08:00:00Z
2022-01-08,Lulu Island,2022/01/08,4,436951,2022-01-08T08:00:00Z
2022-01-11,Lulu Island,2022/01/11,2,407099,2022-01-11T08:00:00Z
2022-01-12,Lulu Island,2022/01/12,5,484693,2022-01-12T08:00:00Z
2022-01-15,Lulu Island,2022/01/15,3,554232,2022-01-15T08:00:00Z
2020-09-27,Northwest Langley,2020/09/27,6,0,2020-09-27T09:00:00Z
2020-10-04,Northwest Langley,2020/10/04,6,0,2020-10-04T09:00:00Z
2020-10-11,Northwest Langley,2020/10/11,5,1516,2020-10-11T09:00:00Z
2020-10-18,Northwest Langley,2020/10/18,6,2725,2020-10-18T07:00:00Z
2020-10-25,Northwest Langley,2020/10/25,6,5328,2020-10-25T07:00:00Z
2020-11-01,Northwest Langley,2020/11/01,6,19158,2020-11-01T07:00:00Z
2020-11-08,Northwest Langley,2020/11/08,6,2818,2020-11-08T08:00:00Z
2020-11-15,Northwest Langley,2020/11/15,6,10255,2020-11-15T08:00:00Z
2020-11-22,Northwest Langley,2020/11/22,6,15283,2020-11-22T08:00:00Z
2020-11-29,Northwest Langley,2020/11/29,6,4289,2020-11-29T08:00:00Z
2020-12-06,Northwest Langley,2020/12/06,2,0,2020-12-06T09:00:00Z
2020-12-13,Northwest Langley,2020/12/13,6,22985,2020-12-13T08:00:00Z
2020-12-20,Northwest Langley,2020/12/20,2,0,2020-12-20T08:00:00Z
2020-12-27,Northwest Langley,2020/12/27,2,0,2020-12-27T08:00:00Z
2021-01-03,Northwest Langley,2021/01/03,2,0,2021-01-03T08:00:00Z
2021-01-10,Northwest Langley,2021/01/10,3,3511,2021-01-10T08:00:00Z
2021-01-17,Northwest Langley,2021/01/17,1,8476,2021-01-17T08:00:00Z
2021-01-24,Northwest Langley,2021/01/24,1,10691,2021-01-24T08:00:00Z
2021-01-31,Northwest Langley,2021/01/31,3,3398,2021-01-31T08:00:00Z
2021-02-07,Northwest Langley,2021/02/07,4,3273,2021-02-07T08:00:00Z
2021-02-14,Northwest Langley,2021/02/14,3,8862,2021-02-14T08:00:00Z
2021-02-21,Northwest Langley,2021/02/21,4,14493,2021-02-21T08:00:00Z
2021-02-28,Northwest Langley,2021/02/28,4,27309,2021-02-28T08:00:00Z
2021-03-07,Northwest Langley,2021/03/07,5,4894,2021-03-07T08:00:00Z
2021-03-14,Northwest Langley,2021/03/14,4,33661,2021-03-14T08:00:00Z
2021-03-21,Northwest Langley,2021/03/21,1,16463,2021-03-21T07:00:00Z
2021-03-28,Northwest Langley,2021/03/28,4,30488,2021-03-28T07:00:00Z
2021-04-04,Northwest Langley,2021/04/04,1,27436,2021-04-04T07:00:00Z
2021-04-11,Northwest Langley,2021/04/11,1,31974,2021-04-11T07:00:00Z
2021-04-18,Northwest Langley,2021/04/18,1,27504,2021-04-18T07:00:00Z
2021-04-25,Northwest Langley,2021/04/25,1,30784,2021-04-25T07:00:00Z
2021-05-02,Northwest Langley,2021/05/02,5,31739,2021-05-02T07:00:00Z
2021-05-09,Northwest Langley,2021/05/09,5,9401,2021-05-09T07:00:00Z
2021-05-16,Northwest Langley,2021/05/16,4,11240,2021-05-16T07:00:00Z
2021-05-23,Northwest Langley,2021/05/23,6,7247,2021-05-23T07:00:00Z
2021-05-30,Northwest Langley,2021/05/30,4,5277,2021-05-30T07:00:00Z
2021-06-06,Northwest Langley,2021/06/06,4,6624,2021-06-06T07:00:00Z
2021-06-13,Northwest Langley,2021/06/13,5,1917,2021-06-13T07:00:00Z
2021-06-20,Northwest Langley,2021/06/20,4,2738,2021-06-20T07:00:00Z
2021-06-27,Northwest Langley,2021/06/27,2,0,2021-06-27T07:00:00Z
2021-07-04,Northwest Langley,2021/07/04,5,0,2021-07-04T07:00:00Z
2021-07-11,Northwest Langley,2021/07/11,3,0,2021-07-11T07:00:00Z
2021-07-18,Northwest Langley,2021/07/18,4,1104,2021-07-18T07:00:00Z
2021-07-25,Northwest Langley,2021/07/25,4,0,2021-07-25T07:00:00Z
2021-08-01,Northwest Langley,2021/08/01,4,15216,2021-08-01T07:00:00Z
2021-08-07,Northwest Langley,2021/08/07,2,27756,2021-08-07T07:00:00Z
2021-08-09,Northwest Langley,2021/08/09,5,6544,2021-08-09T07:00:00Z
2021-08-11,Northwest Langley,2021/08/11,5,7739,2021-08-11T07:00:00Z
2021-08-14,Northwest Langley,2021/08/14,5,17053,2021-08-14T07:00:00Z
2021-08-16,Northwest Langley,2021/08/16,5,7475,2021-08-16T07:00:00Z
2021-08-18,Northwest Langley,2021/08/18,5,27429,2021-08-18T07:00:00Z
2021-08-21,Northwest Langley,2021/08/21,6,21337,2021-08-21T07:00:00Z
2021-08-23,Northwest Langley,2021/08/23,6,15821,2021-08-23T07:00:00Z
2021-08-25,Northwest Langley,2021/08/25,5,35311,2021-08-25T07:00:00Z
2021-08-28,Northwest Langley,2021/08/28,5,13415,2021-08-28T07:00:00Z
2021-08-30,Northwest Langley,2021/08/30,5,8182,2021-08-30T07:00:00Z
2021-09-01,Northwest Langley,2021/09/01,5,8456,2021-09-01T07:00:00Z
2021-09-04,Northwest Langley,2021/09/04,7,14996,2021-09-04T07:00:00Z
2021-09-06,Northwest Langley,2021/09/06,5,6963,2021-09-06T07:00:00Z
2021-09-08,Northwest Langley,2021/09/08,5,9751,2021-09-08T07:00:00Z
2021-09-11,Northwest Langley,2021/09/11,6,10600,2021-09-11T07:00:00Z
2021-09-13,Northwest Langley,2021/09/13,6,10081,2021-09-13T07:00:00Z
2021-09-15,Northwest Langley,2021/09/15,6,11066,2021-09-15T07:00:00Z
2021-09-18,Northwest Langley,2021/09/18,2,6493,2021-09-18T07:00:00Z
2021-09-20,Northwest Langley,2021/09/20,5,9588,2021-09-20T07:00:00Z
2021-09-22,Northwest Langley,2021/09/22,5,4761,2021-09-22T07:00:00Z
2021-09-25,Northwest Langley,2021/09/25,2,4353,2021-09-25T07:00:00Z
2021-09-27,Northwest Langley,2021/09/27,5,2420,2021-09-27T07:00:00Z
2021-09-29,Northwest Langley,2021/09/29,5,2611,2021-09-29T07:00:00Z
2021-10-02,Northwest Langley,2021/10/02,2,5884,2021-10-02T07:00:00Z
2021-10-04,Northwest Langley,2021/10/04,5,4388,2021-10-04T07:00:00Z
2021-10-06,Northwest Langley,2021/10/06,5,14999,2021-10-06T07:00:00Z
2021-10-09,Northwest Langley,2021/10/09,5,18556,2021-10-09T07:00:00Z
2021-10-11,Northwest Langley,2021/10/11,5,12186,2021-10-11T07:00:00Z
2021-10-13,Northwest Langley,2021/10/13,5,3504,2021-10-13T07:00:00Z
2021-10-16,Northwest Langley,2021/10/16,4,6198,2021-10-16T07:00:00Z
2021-10-18,Northwest Langley,2021/10/18,4,9549,2021-10-18T07:00:00Z
2021-10-20,Northwest Langley,2021/10/20,4,15966,2021-10-20T07:00:00Z
2021-10-23,Northwest Langley,2021/10/23,4,7583,2021-10-23T07:00:00Z
2021-10-25,Northwest Langley,2021/10/25,4,31688,2021-10-25T07:00:00Z
2021-10-27,Northwest Langley,2021/10/27,4,20378,2021-10-27T07:00:00Z
2021-10-30,Northwest Langley,2021/10/30,4,12736,2021-10-30T07:00:00Z
2021-11-01,Northwest Langley,2021/11/01,4,8570,2021-11-01T07:00:00Z
2021-11-03,Northwest Langley,2021/11/03,4,6140,2021-11-03T07:00:00Z
2021-11-06,Northwest Langley,2021/11/06,4,11065,2021-11-06T07:00:00Z
2021-11-08,Northwest Langley,2021/11/08,4,4610,2021-11-08T08:00:00Z
2021-11-10,Northwest Langley,2021/11/10,4,12972,2021-11-10T08:00:00Z
2021-11-13,Northwest Langley,2021/11/13,4,11555,2021-11-13T08:00:00Z
2021-11-15,Northwest Langley,2021/11/15,4,6859,2021-11-15T08:00:00Z
2021-11-17,Northwest Langley,2021/11/17,4,8489,2021-11-17T08:00:00Z
2021-11-20,Northwest Langley,2021/11/20,4,5973,2021-11-20T08:00:00Z
2021-11-22,Northwest Langley,2021/11/22,4,6771,2021-11-22T08:00:00Z
2021-11-24,Northwest Langley,2021/11/24,3,2788,2021-11-24T08:00:00Z
2021-11-27,Northwest Langley,2021/11/27,3,14329,2021-11-27T08:00:00Z
2021-11-29,Northwest Langley,2021/11/29,3,10109,2021-11-29T08:00:00Z
2021-12-01,Northwest Langley,2021/12/01,4,1970,2021-12-01T08:00:00Z
2021-12-04,Northwest Langley,2021/12/04,4,6716,2021-12-04T08:00:00Z
2021-12-06,Northwest Langley,2021/12/06,4,10528,2021-12-06T08:00:00Z
2021-12-08,Northwest Langley,2021/12/08,4,6917,2021-12-08T08:00:00Z
2021-12-11,Northwest Langley,2021/12/11,4,4707,2021-12-11T08:00:00Z
2021-12-13,Northwest Langley,2021/12/13,4,6373,2021-12-13T08:00:00Z
2021-12-15,Northwest Langley,2021/12/15,4,8001,2021-12-15T08:00:00Z
2021-12-18,Northwest Langley,2021/12/18,4,12624,2021-12-18T08:00:00Z
2021-12-20,Northwest Langley,2021/12/20,4,31334,2021-12-20T08:00:00Z
2022-01-05,Northwest Langley,2022/01/05,4,300700,2022-01-05T08:00:00Z
2022-01-06,Northwest Langley,2022/01/06,4,213826,2022-01-06T08:00:00Z
2022-01-07,Northwest Langley,2022/01/07,5,241422,2022-01-07T08:00:00Z
2022-01-08,Northwest Langley,2022/01/08,4,164898,2022-01-08T08:00:00Z
2022-01-10,Northwest Langley,2022/01/10,1,232080,2022-01-10T08:00:00Z
2022-01-12,Northwest Langley,2022/01/12,4,235420,2022-01-12T08:00:00Z
2022-01-15,Northwest Langley,2022/01/15,4,182855,2022-01-15T08:00:00Z
